PlayerID,PlayerName,PositionID,TeamID
121,Pat McAfee,5,7
122,Donte Moncrief,3,7
123,Hakeem Nicks,3,7
124,Trent Richardson,2,7
125,Weslye Saunders,4,7
126,Zurlon Tipton,2,7
127,Adam Vinatieri,5,7
128,Reggie Wayne,3,7
129,Kirk Cousins,1,8
130,Kai Forbath,5,8
131,Pierre Garcon,3,8
132,Ryan Grant,3,8
133,Robert Griffin,1,8
134,Leonard Hankerson,3,8
135,Roy Helu,2,8
136,DeSean Jackson,3,8
137,Colt McCoy,1,8
138,Alfred Morris,2,8
139,Santana Moss,3,8
140,Niles Paul,3,8
141,Logan Paulsen,4,8
142,Silas Redd,2,8
143,Jordan Reed,4,8
144,Jerry Rice Jr.,3,8
145,Andre Roberts,3,8
146,Aldrick Robinson,3,8
147,D.J. Adams,2,9
148,Seyi Ajirotutu,3,9
149,Keenan Allen,3,9
150,Donald Brown,2,9
151,Ronnie Brown,2,9
152,Brelon Chancellor,3,9
153,Kellen Clemens,1,9
154,Malcom Floyd,3,9
155,Antonio Gates,4,9
156,Ladarius Green,4,9
157,Micah Hatfield,3,9
158,Dontrelle Inman,3,9
159,David Johnson,4,9
160,Ryan Mathews,2,9
161,Nick Novak,5,9
162,Branden Oliver,2,9
163,John Phillips,4,9
164,Philip Rivers,1,9
165,Eddie Royal,3,9
166,Danny Woodhead,2,9
167,Jason Avant,3,10
168,Donnie Avery,3,10
169,Dwayne Bowe,3,10
170,Tyler Bray,1,10
171,Jamaal Charles,2,10
172,Chase Daniel,1,10
173,Knile Davis,2,10
174,Anthony Fasano,4,10
175,Cyrus Gray,2,10
176,Frankie Hammond,3,10
177,Demetrius Harris,4,10
178,Junior Hemingway,3,10
179,A.J. Jenkins,3,10
180,Travis Kelce,4,10
181,Joe McKnight,2,10
182,Aaron Murray,1,10
183,Cairo Santos,5,10
184,Anthony Sherman,2,10
185,Alex Smith,1,10
186,Phillip Supernaw,4,10
187,DeAnthony Thomas,2,10
188,Charcandrick West,2,10
189,Nick Williams,3,10
190,Albert Wilson,3,10
191,Danny Amendola,3,11
192,LeGarrette Blount,2,11
193,Brandon Bolden,2,11
194,Tom Brady,1,11
195,James Develin,2,11
196,Aaron Dobson,3,11
197,Julian Edelman,3,11
198,Tyler Gaffney,2,11
199,Jimmy Garoppolo,1,11
200,Stephen Gostkowski,5,11
201,Jonas Gray,2,11
202,Rob Gronkowski,4,11
203,Michael Hoomanawanui,4,11
204,Brandon LaFell,3,11
205,Greg Orton,3,11
206,Stevan Ridley,2,11
207,Matt Slater,3,11
208,Brian Tyms,3,11
209,Shane Vereen,2,11
210,James White,2,11
211,Tim Wright,4,11
212,Antonio Andrews,2,12
213,Jackie Battle,2,12
214,Brett Brackett,4,12
215,Chase Coffman,4,12
216,Kris Durham,3,12
217,Shonn Greene,2,12
218,Derek Hagan,3,12
219,Justin Hunter,3,12
220,Jake Locker,1,12
221,Dexter McCluster,3,12
222,Zach Mettenberger,1,12
223,Bishop Sankey,2,12
224,Craig Stevens,4,12
225,Josh Stewart,3,12
226,Ryan Succop,5,12
227,Taylor Thompson,4,12
228,Delanie Walker,3,12
229,Leon Washington,2,12
230,Nate Washington,3,12
231,Charlie Whitehurst,1,12
232,Kendall Wright,3,12
233,Alfred Blue,2,13
234,Alan Bonner,3,13
235,Randy Bullock,5,13
236,C.J. Fiedorowicz,4,13
237,Ryan Fitzpatrick,1,13
238,Arian Foster,2,13
239,Garrett Graham,4,13
240,Ryan Griffin,4,13
241,Jonathan Grimes,2,13
242,DeAndre Hopkins,3,13
243,Andre Johnson,3,13
244,Damaris Johnson,3,13
245,Thaddeus Lewis,1,13
246,Ryan Mallett,1,13
247,Keshawn Martin,3,13
248,Uzoma Nwachukwu,3,13
249,DeVier Posey,3,13
250,Tom Savage,1,13
251,Will Yeatman,4,13
252,Odell Beckham,3,14
253,Josh Brown,5,14
254,Michael Cox,2,14
255,Victor Cruz,3,14
256,Orleans Darkwa,2,14
257,Larry Donnell,4,14
258,Daniel Fells,4,14
259,Marcus Harris,3,14
260,Peyton Hillis,2,14
261,Rashad Jennings,2,14
262,Jerrel Jernigan,3,14
263,Eli Manning,1,14
264,Ryan Nassib,1,14
265,Kevin Ogletree,3,14
266,Preston Parker,3,14
267,Rueben Randle,3,14
268,Adrien Robinson,4,14
269,Corey Washington,3,14
270,Andre Williams,2,14
271,David Wilson,2,14
272,Derek Anderson,1,15
273,Kelvin Benjamin,3,15
274,Brenton Bersin,3,15
275,Matt Blanchard,1,15
276,Richie Brockel,4,15
277,Philly Brown,3,15
278,Jerricho Cotchery,3,15
279,Ed Dickson,4,15
280,Cam Newton,1,15
281,Greg Olsen,4,15
282,Jonathan Stewart,2,15
283,Mike Tolbert,2,15
284,Joe Webb,3,15
285,Fozzy Whittaker,2,15
286,Brandon Williams,4,15
287,DeAngelo Williams,2,15
288,Anquan Boldin,3,16
289,Derek Carrier,3,16
290,Garrett Celek,4,16
291,Asante Cleveland,4,16
292,Michael Crabtree,3,16
293,Vernon Davis,4,16
294,Phil Dawson,5,16
295,Bruce Ellington,3,16
296,Blaine Gabbert,1,16
297,Frank Gore,2,16
298,Kendall Hunter,2,16
299,Carlos Hyde,2,16
300,Chuck Jacobs,3,16
301,Josh Johnson,1,16
302,Steve Johnson,3,16
303,Colin Kaepernick,1,16
304,Brandon Lloyd,3,16
305,Vance McDonald,4,16
306,Kyle Nelson,4,16
307,Kassim Osgood,3,16
308,Quinton Patton,3,16
309,Alfonso Smith,2,16
310,Jaron Brown,3,17
311,John Brown,3,17
312,Michael Bush,2,17
313,John Carlson,4,17
314,Chandler Catanzaro,5,17
315,Jonathan Dwyer,2,17
316,Andre Ellington,2,17
317,Darren Fells,4,17
318,Larry Fitzgerald,3,17
319,Michael Floyd,3,17
320,Ted Ginn,3,17
321,Marion Grice,2,17
322,Rob Housler,4,17
323,Robert Hughes,2,17
324,Mike Leach,4,17
325,Ryan Lindley,1,17
326,Matthew Mulligan,4,17
327,Troy Niklas,4,17
328,Carson Palmer,1,17
329,Drew Stanton,1,17
330,Stepfan Taylor,2,17
331,Logan Thomas,1,17
332,Tavon Austin,3,18
333,Stedman Bailey,3,18
334,Alex Bayer,4,18
335,Sam Bradford,1,18
336,Kenny Britt,3,18
337,Jared Cook,4,18
338,Benny Cunningham,2,18
339,Justice Cunningham,4,18
340,Austin Davis,1,18
341,Chris Givens,3,18
342,Cory Harkey,4,18
343,Shaun Hill,1,18
344,Lance Kendricks,4,18
345,Tre Mason,2,18
346,T.J. Moe,3,18
347,Isaiah Pead,2,18
348,Brian Quick,3,18
349,Chase Reynolds,2,18
350,Zac Stacy,2,18
351,Trey Watts,2,18
352,Greg Zuerlein,5,18
353,Cameron Brate,4,19
354,Mike Evans,3,19
355,Mike Glennon,1,19
356,Robert Herron,3,19
357,Vincent Jackson,3,19
358,Mike James,2,19
359,Doug Martin,2,19
360,Josh McCown,1,19
361,Louis Murphy,3,19
362,Patrick Murray,5,19
363,Brandon Myers,4,19
364,Bobby Rainey,2,19
365,Austin Seferian-Jenkins,4,19
366,Russell Shepard,3,19
367,Charles Sims,2,19
368,Luke Stocker,4,19
369,D.J. Williams,4,19
370,Matthew Bosher,5,20
371,Matt Bryant,5,20
372,Drew Davis,3,20
373,Harry Douglas,3,20
374,Devonta Freeman,2,20
375,Steven Jackson,2,20
376,Julio Jones,3,20
377,Bear Pascoe,4,20
378,Sean Renfree,1,20
379,Jacquizz Rodgers,2,20
380,Matt Ryan,1,20
381,Antone Smith,2,20
382,Levine Toilolo,4,20
383,Eric Weems,3,20
384,Roddy White,3,20
385,T.J. Yates,1,20
386,Joe Banyard,2,21
387,Teddy Bridgewater,1,21
388,Matt Cassel,1,21
389,Jerome Felton,2,21
390,Chase Ford,4,21
391,Chandler Harnish,1,21
392,Greg Jennings,3,21
393,Charles Johnson,3,21
394,Jerick McKinnon,2,21
395,Cordarrelle Patterson,3,21
396,Adrian Peterson,2,21
397,Christian Ponder,1,21
398,Kyle Rudolph,4,21
399,Ben Tate,2,21
400,Adam Thielen,3,21
401,Blair Walsh,5,21
402,Jarius Wright,3,21
403,Drew Brees,1,22
404,Travaris Cadet,2,22
405,Marques Colston,3,22
406,Brandin Cooks,3,22
407,Jimmy Graham,4,22
408,Shayne Graham,5,22
409,Josh Hill,4,22
410,Mark Ingram,2,22
411,Luke McCown,1,22
412,Robert Meachem,3,22
413,Joe Morgan,3,22
414,Khiry Robinson,2,22
415,Jalen Saunders,3,22
416,Kenny Stills,3,22
417,Andy Tanner,3,22
418,Pierre Thomas,2,22
419,Nick Toon,3,22
420,Ben Watson,4,22
421,Rashaun Allen,4,23
422,Doug Baldwin,3,23
423,Allen Bradford,2,23
424,Demitrius Bronson,2,23
425,Derrick Coleman,2,23
426,David Gilreath,3,23
427,Steven Hauschka,5,23
428,Cooper Helfet,4,23
429,Tarvaris Jackson,1,23
430,Jermaine Kearse,3,23
431,Ricardo Lockette,3,23
432,Marshawn Lynch,2,23
433,Anthony McCoy,4,23
434,Christine Michael,2,23
435,Zach Miller,4,23
436,Tony Moeaki,4,23
437,Kevin Norwood,3,23
438,Paul Richardson,3,23
439,Robert Turbin,2,23
440,Bryan Walters,3,23
441,Luke Willson,4,23
442,Russell Wilson,1,23
443,Bryce Brown,2,24
444,Dan Carpenter,5,24
445,Scott Chandler,4,24
446,Anthony Dixon,2,24
447,Marcus Easley,3,24
448,Marquise Goodwin,3,24
449,Chris Gragg,4,24
450,MarQueis Gray,4,24
451,Chris Hogan,3,24
452,Caleb Holley,3,24
453,Fred Jackson,2,24
454,EJ Manuel,1,24
455,Kyle Orton,1,24
456,Lee Smith,4,24
457,C.J. Spiller,2,24
458,Frank Summers,2,24
459,Marcus Thigpen,3,24
460,Sammy Watkins,3,24
461,Mike Williams,3,24
462,Robert Woods,3,24
463,Charles Clay,4,25
464,Brandon Gibson,3,25
465,Mike Gillislee,2,25
466,Brian Hartline,3,25
467,Gator Hoskins,4,25
468,LaMichael James,2,25
469,Jarvis Landry,3,25
470,Arthur Lynch,4,25
471,Rishard Matthews,3,25
472,Lamar Miller,2,25
473,Matt Moore,1,25
474,Knowshon Moreno,2,25
475,Dion Sims,4,25
476,Caleb Sturgis,5,25
477,Ryan Tannehill,1,25
478,Daniel Thomas,2,25
479,Mike Wallace,3,25
480,Damien Williams,2,25
481,Jace Amaro,4,26
482,John Conner,2,26
483,Jeff Cumberland,4,26
484,Eric Decker,3,26
485,Shaquelle Evans,3,26
486,Nick Folk,5,26
487,Andrew Furney,5,26
488,T.J. Graham,3,26
489,Saalim Hakim,3,26
490,Percy Harvin,3,26
491,Chris Ivory,2,26
492,Chris Johnson,2,26
493,Jeremy Kerley,3,26
494,Chris Pantale,4,26
495,Bilal Powell,2,26
496,Walt Powell,3,26
497,Greg Salas,3,26
498,Matt Simms,1,26
499,Geno Smith,1,26
500,Michael Smith,2,26
501,Zach Sudfeld,4,26
502,Michael Vick,1,26
503,Miles Austin,3,27
504,Gary Barnidge,4,27
505,Travis Benjamin,3,27
506,Jordan Cameron,4,27
507,Isaiah Crowell,2,27
508,Billy Cundiff,5,27
509,Jim Dray,4,27
510,Taylor Gabriel,3,27
511,Josh Gordon,3,27
512,Andrew Hawkins,3,27
513,Brian Hoyer,1,27
514,Johnny Manziel,1,27
515,Marlon Moore,3,27
516,Rodney Smith,3,27
517,Ryan Taylor,4,27
518,Terrance West,2,27
519,Glenn Winston,2,27
520,Dri Archer,3,28
521,LeVeon Bell,2,28
522,Antonio Brown,3,28
523,Justin Brown,3,28
524,Martavis Bryant,3,28
525,Bruce Gradkowski,1,28
526,Josh Harris,2,28
527,Darrius Heyward-Bey,3,28
528,Landry Jones,1,28
529,Heath Miller,4,28
530,Lance Moore,3,28
531,Michael Palmer,4,28
532,Ben Roethlisberger,1,28
533,Matt Spaeth,4,28
534,Shaun Suisham,5,28
535,Markus Wheaton,3,28
536,Giovani Bernard,2,29
537,Kevin Brock,4,29
538,Rex Burkhead,2,29
539,Jason Campbell,1,29
540,Andy Dalton,1,29
541,Tyler Eifert,4,29
542,A.J. Green,3,29
543,Jermaine Gresham,4,29
544,Clark Harris,4,29
545,Jeremy Hill,2,29
546,Marvin Jones,3,29
547,Greg Little,3,29
548,A.J. McCarron,1,29
549,Mike Nugent,5,29
550,Cedric Peerman,2,29
551,Mohamed Sanu,3,29
552,Dane Sanzenbacher,3,29
553,Alex Smith,4,29
554,Brandon Tate,3,29
555,James Wright,3,29
556,Blake Annen,4,30
557,Martellus Bennett,4,30
558,KaDeem Carey,2,30
559,Jimmy Clausen,1,30
560,Jay Cutler,1,30
561,Matt Forte,2,30
562,Robbie Gould,5,30
563,Alshon Jeffery,3,30
564,Marc Mariani,3,30
565,Brandon Marshall,3,30
566,Zach Miller,4,30
567,Josh Morgan,3,30
568,Senorise Perry,2,30
569,Dante Rosario,4,30
570,Chris Williams,3,30
571,Marquess Wilson,3,30
572,Jared Abbrederis,3,31
573,Davante Adams,3,31
574,Brandon Bostick,4,31
575,Jarrett Boykin,3,31
576,Randall Cobb,3,31
577,Mason Crosby,5,31
578,Kevin Dorsey,3,31
579,Matt Flynn,1,31
580,DuJuan Harris,2,31
581,Jeff Janis,3,31
582,Eddie Lacy,2,31
583,Jordy Nelson,3,31
584,Justin Perillo,4,31
585,Andrew Quarless,4,31
586,Aaron Rodgers,1,31
587,Richard Rodgers,4,31
588,James Starks,2,31
589,Scott Tolzien,1,31
590,Joique Bell,2,32
591,Ryan Broyles,3,32
592,Reggie Bush,2,32
593,Eric Ebron,4,32
594,Joseph Fauria,4,32
595,Corey Fuller,3,32
596,Calvin Johnson,3,32
597,T.J. Jones,3,32
598,Kellen Moore,1,32
599,Dan Orlovsky,1,32
600,Montell Owens,2,32
601,Brandon Pettigrew,4,32
602,Matt Prater,5,32
603,Theo Riddick,2,32
604,Jeremy Ross,3,32
605,Matthew Stafford,1,32
606,Golden Tate,3,32
607,George Winn,2,32
